id,ind,pop,motu,run,rep,time,temp,surv,new_surv
1035,209,25,A,3,3,24,25,5,1
1036,205,25,A,3,3,48,28,5,1
1037,206,25,A,3,3,48,28,5,1
1038,207,25,A,3,3,48,28,5,1
1039,208,25,A,3,3,48,28,5,1
1040,209,25,A,3,3,48,28,5,1
1041,205,25,A,3,3,72,31,4,1
1042,206,25,A,3,3,72,31,4,1
1043,207,25,A,3,3,72,31,4,1
1044,208,25,A,3,3,72,31,4,1
1045,209,25,A,3,3,72,31,4,0
1046,205,25,A,3,3,96,34,0,0
1047,206,25,A,3,3,96,34,0,0
1048,207,25,A,3,3,96,34,0,0
1049,208,25,A,3,3,96,34,0,0
1050,209,25,A,3,3,96,34,0,0
1051,330,25,A,4,1,0,22,5,1
1052,331,25,A,4,1,0,22,5,1
1053,332,25,A,4,1,0,22,5,1
1054,333,25,A,4,1,0,22,5,1
1055,334,25,A,4,1,0,22,5,1
1056,330,25,A,4,1,24,25,4,1
1057,331,25,A,4,1,24,25,4,1
1058,332,25,A,4,1,24,25,4,1
1059,333,25,A,4,1,24,25,4,1
1060,334,25,A,4,1,24,25,4,0
1061,330,25,A,4,1,48,28,4,1
1062,331,25,A,4,1,48,28,4,1
1063,332,25,A,4,1,48,28,4,1
1064,333,25,A,4,1,48,28,4,1
1065,334,25,A,4,1,48,28,4,0
1066,330,25,A,4,1,72,31,4,1
1067,331,25,A,4,1,72,31,4,1
1068,332,25,A,4,1,72,31,4,1
1069,333,25,A,4,1,72,31,4,1
1070,334,25,A,4,1,72,31,4,0
1071,330,25,A,4,1,96,34,0,0
1072,331,25,A,4,1,96,34,0,0
1073,332,25,A,4,1,96,34,0,0
1074,333,25,A,4,1,96,34,0,0
1075,334,25,A,4,1,96,34,0,0
1076,335,25,A,4,2,0,22,5,1
1077,336,25,A,4,2,0,22,5,1
1078,337,25,A,4,2,0,22,5,1
1079,338,25,A,4,2,0,22,5,1
1080,339,25,A,4,2,0,22,5,1
1081,335,25,A,4,2,24,25,5,1
1082,336,25,A,4,2,24,25,5,1
1083,337,25,A,4,2,24,25,5,1
1084,338,25,A,4,2,24,25,5,1
1085,339,25,A,4,2,24,25,5,1
1086,335,25,A,4,2,48,28,5,1
1087,336,25,A,4,2,48,28,5,1
1088,337,25,A,4,2,48,28,5,1
1089,338,25,A,4,2,48,28,5,1
1090,339,25,A,4,2,48,28,5,1
1091,335,25,A,4,2,72,31,4,1
1092,336,25,A,4,2,72,31,4,1
1093,337,25,A,4,2,72,31,4,1
1094,338,25,A,4,2,72,31,4,1
1095,339,25,A,4,2,72,31,4,0
1096,335,25,A,4,2,96,34,0,0
1097,336,25,A,4,2,96,34,0,0
1098,337,25,A,4,2,96,34,0,0
1099,338,25,A,4,2,96,34,0,0
1100,339,25,A,4,2,96,34,0,0
1101,340,25,A,4,3,0,22,5,1
1102,341,25,A,4,3,0,22,5,1
1103,342,25,A,4,3,0,22,5,1
1104,343,25,A,4,3,0,22,5,1
1105,344,25,A,4,3,0,22,5,1
1106,340,25,A,4,3,24,25,5,1
1107,341,25,A,4,3,24,25,5,1
1108,342,25,A,4,3,24,25,5,1
1109,343,25,A,4,3,24,25,5,1
1110,344,25,A,4,3,24,25,5,1
1111,340,25,A,4,3,48,28,5,1
1112,341,25,A,4,3,48,28,5,1
1113,342,25,A,4,3,48,28,5,1
1114,343,25,A,4,3,48,28,5,1
1115,344,25,A,4,3,48,28,5,1
1116,340,25,A,4,3,72,31,4,1
1117,341,25,A,4,3,72,31,4,1
1118,342,25,A,4,3,72,31,4,1
1119,343,25,A,4,3,72,31,4,1
1120,344,25,A,4,3,72,31,4,0
1121,340,25,A,4,3,96,34,0,0
1122,341,25,A,4,3,96,34,0,0
1123,342,25,A,4,3,96,34,0,0
1124,343,25,A,4,3,96,34,0,0
1125,344,25,A,4,3,96,34,0,0
1126,76,26,A,2,1,0,22,5,1
1127,77,26,A,2,1,0,22,5,1
1128,78,26,A,2,1,0,22,5,1
1129,79,26,A,2,1,0,22,5,1
1130,80,26,A,2,1,0,22,5,1
1131,76,26,A,2,1,24,25,4,1
1132,77,26,A,2,1,24,25,4,1
1133,78,26,A,2,1,24,25,4,1
1134,79,26,A,2,1,24,25,4,1
1135,80,26,A,2,1,24,25,4,0
1136,76,26,A,2,1,48,28,4,1
1137,77,26,A,2,1,48,28,4,1
1138,78,26,A,2,1,48,28,4,1
1139,79,26,A,2,1,48,28,4,1
1140,80,26,A,2,1,48,28,4,0
1141,76,26,A,2,1,72,31,3,1
1142,77,26,A,2,1,72,31,3,1
1143,78,26,A,2,1,72,31,3,1
1144,79,26,A,2,1,72,31,3,0
1145,80,26,A,2,1,72,31,3,0
1146,76,26,A,2,1,96,34,0,0
1147,77,26,A,2,1,96,34,0,0
1148,78,26,A,2,1,96,34,0,0
1149,79,26,A,2,1,96,34,0,0
1150,80,26,A,2,1,96,34,0,0
1151,81,26,A,2,2,0,22,5,1
1152,82,26,A,2,2,0,22,5,1
1153,83,26,A,2,2,0,22,5,1
1154,84,26,A,2,2,0,22,5,1
1155,85,26,A,2,2,0,22,5,1
1156,81,26,A,2,2,24,25,5,1
1157,82,26,A,2,2,24,25,5,1
1158,83,26,A,2,2,24,25,5,1
1159,84,26,A,2,2,24,25,5,1
1160,85,26,A,2,2,24,25,5,1
1161,81,26,A,2,2,48,28,5,1
1162,82,26,A,2,2,48,28,5,1
1163,83,26,A,2,2,48,28,5,1
1164,84,26,A,2,2,48,28,5,1
1165,85,26,A,2,2,48,28,5,1
1166,81,26,A,2,2,72,31,0,0
1167,82,26,A,2,2,72,31,0,0
1168,83,26,A,2,2,72,31,0,0
1169,84,26,A,2,2,72,31,0,0
1170,85,26,A,2,2,72,31,0,0
1171,81,26,A,2,2,96,34,0,0
1172,82,26,A,2,2,96,34,0,0
1173,83,26,A,2,2,96,34,0,0
1174,84,26,A,2,2,96,34,0,0
1175,85,26,A,2,2,96,34,0,0
1176,86,26,A,2,3,0,22,5,1
1177,87,26,A,2,3,0,22,5,1
1178,88,26,A,2,3,0,22,5,1
1179,89,26,A,2,3,0,22,5,1
1180,90,26,A,2,3,0,22,5,1
1181,86,26,A,2,3,24,25,5,1
1182,87,26,A,2,3,24,25,5,1
1183,88,26,A,2,3,24,25,5,1
1184,89,26,A,2,3,24,25,5,1
1185,90,26,A,2,3,24,25,5,1
1186,86,26,A,2,3,48,28,5,1
1187,87,26,A,2,3,48,28,5,1
1188,88,26,A,2,3,48,28,5,1
1189,89,26,A,2,3,48,28,5,1
1190,90,26,A,2,3,48,28,5,1
1191,86,26,A,2,3,72,31,1,1
1192,87,26,A,2,3,72,31,1,0
1193,88,26,A,2,3,72,31,1,0
1194,89,26,A,2,3,72,31,1,0
1195,90,26,A,2,3,72,31,1,0
1196,86,26,A,2,3,96,34,0,0
1197,87,26,A,2,3,96,34,0,0
1198,88,26,A,2,3,96,34,0,0
1199,89,26,A,2,3,96,34,0,0
1200,90,26,A,2,3,96,34,0,0
1201,210,26,A,3,1,0,22,5,1
1202,211,26,A,3,1,0,22,5,1
1203,212,26,A,3,1,0,22,5,1
1204,213,26,A,3,1,0,22,5,1
1205,214,26,A,3,1,0,22,5,1
1206,210,26,A,3,1,24,25,5,1
1207,211,26,A,3,1,24,25,5,1
1208,212,26,A,3,1,24,25,5,1
1209,213,26,A,3,1,24,25,5,1
1210,214,26,A,3,1,24,25,5,1
1211,210,26,A,3,1,48,28,5,1
1212,211,26,A,3,1,48,28,5,1
1213,212,26,A,3,1,48,28,5,1
1214,213,26,A,3,1,48,28,5,1
1215,214,26,A,3,1,48,28,5,1
1216,210,26,A,3,1,72,31,4,1
1217,211,26,A,3,1,72,31,4,1
1218,212,26,A,3,1,72,31,4,1
1219,213,26,A,3,1,72,31,4,1
1220,214,26,A,3,1,72,31,4,0
1221,210,26,A,3,1,96,34,0,0
1222,211,26,A,3,1,96,34,0,0
1223,212,26,A,3,1,96,34,0,0
1224,213,26,A,3,1,96,34,0,0
1225,214,26,A,3,1,96,34,0,0
1226,215,26,A,3,2,0,22,5,1
1227,216,26,A,3,2,0,22,5,1
1228,217,26,A,3,2,0,22,5,1
1229,218,26,A,3,2,0,22,5,1
1230,219,26,A,3,2,0,22,5,1
1231,215,26,A,3,2,24,25,5,1
1232,216,26,A,3,2,24,25,5,1
1233,217,26,A,3,2,24,25,5,1
1234,218,26,A,3,2,24,25,5,1
1235,219,26,A,3,2,24,25,5,1
1236,215,26,A,3,2,48,28,4,1
1237,216,26,A,3,2,48,28,4,1
1238,217,26,A,3,2,48,28,4,1
1239,218,26,A,3,2,48,28,4,1
1240,219,26,A,3,2,48,28,4,0
1241,215,26,A,3,2,72,31,4,1
1242,216,26,A,3,2,72,31,4,1
1243,217,26,A,3,2,72,31,4,1
1244,218,26,A,3,2,72,31,4,1
1245,219,26,A,3,2,72,31,4,0
1246,215,26,A,3,2,96,34,0,0
1247,216,26,A,3,2,96,34,0,0
1248,217,26,A,3,2,96,34,0,0
1249,218,26,A,3,2,96,34,0,0
1250,219,26,A,3,2,96,34,0,0
1251,220,26,A,3,3,0,22,5,1
1252,221,26,A,3,3,0,22,5,1
1253,222,26,A,3,3,0,22,5,1
1254,223,26,A,3,3,0,22,5,1
1255,224,26,A,3,3,0,22,5,1
1256,220,26,A,3,3,24,25,5,1
1257,221,26,A,3,3,24,25,5,1
1258,222,26,A,3,3,24,25,5,1
1259,223,26,A,3,3,24,25,5,1
1260,224,26,A,3,3,24,25,5,1
1261,220,26,A,3,3,48,28,4,1
1262,221,26,A,3,3,48,28,4,1
1263,222,26,A,3,3,48,28,4,1
1264,223,26,A,3,3,48,28,4,1
1265,224,26,A,3,3,48,28,4,0
1266,220,26,A,3,3,72,31,1,1
1267,221,26,A,3,3,72,31,1,0
1268,222,26,A,3,3,72,31,1,0
1269,223,26,A,3,3,72,31,1,0
1270,224,26,A,3,3,72,31,1,0
1271,220,26,A,3,3,96,34,0,0
1272,221,26,A,3,3,96,34,0,0
1273,222,26,A,3,3,96,34,0,0
1274,223,26,A,3,3,96,34,0,0
1275,224,26,A,3,3,96,34,0,0
1276,345,26,A,4,1,0,22,5,1
1277,346,26,A,4,1,0,22,5,1
1278,347,26,A,4,1,0,22,5,1
1279,348,26,A,4,1,0,22,5,1
1280,349,26,A,4,1,0,22,5,1
1281,345,26,A,4,1,24,25,4,1
1282,346,26,A,4,1,24,25,4,1
1283,347,26,A,4,1,24,25,4,1
1284,348,26,A,4,1,24,25,4,1
1285,349,26,A,4,1,24,25,4,0
1286,345,26,A,4,1,48,28,4,1
1287,346,26,A,4,1,48,28,4,1
1288,347,26,A,4,1,48,28,4,1
1289,348,26,A,4,1,48,28,4,1
1290,349,26,A,4,1,48,28,4,0
1291,345,26,A,4,1,72,31,4,1
1292,346,26,A,4,1,72,31,4,1
1293,347,26,A,4,1,72,31,4,1
1294,348,26,A,4,1,72,31,4,1
1295,349,26,A,4,1,72,31,4,0
1296,345,26,A,4,1,96,34,0,0
1297,346,26,A,4,1,96,34,0,0
1298,347,26,A,4,1,96,34,0,0
1299,348,26,A,4,1,96,34,0,0
1300,349,26,A,4,1,96,34,0,0
1301,350,26,A,4,2,0,22,5,1
1302,351,26,A,4,2,0,22,5,1
1303,352,26,A,4,2,0,22,5,1
1304,353,26,A,4,2,0,22,5,1
1305,354,26,A,4,2,0,22,5,1
1306,350,26,A,4,2,24,25,4,1
1307,351,26,A,4,2,24,25,4,1
1308,352,26,A,4,2,24,25,4,1
1309,353,26,A,4,2,24,25,4,1
1310,354,26,A,4,2,24,25,4,0
1311,350,26,A,4,2,48,28,4,1
1312,351,26,A,4,2,48,28,4,1
1313,352,26,A,4,2,48,28,4,1
1314,353,26,A,4,2,48,28,4,1
1315,354,26,A,4,2,48,28,4,0
1316,350,26,A,4,2,72,31,3,1
1317,351,26,A,4,2,72,31,3,1
1318,352,26,A,4,2,72,31,3,1
1319,353,26,A,4,2,72,31,3,0
1320,354,26,A,4,2,72,31,3,0
1321,350,26,A,4,2,96,34,0,0
1322,351,26,A,4,2,96,34,0,0
1323,352,26,A,4,2,96,34,0,0
1324,353,26,A,4,2,96,34,0,0
1325,354,26,A,4,2,96,34,0,0
1326,355,26,A,4,3,0,22,5,1
1327,356,26,A,4,3,0,22,5,1
1328,357,26,A,4,3,0,22,5,1
1329,358,26,A,4,3,0,22,5,1
1330,359,26,A,4,3,0,22,5,1
1331,355,26,A,4,3,24,25,5,1
1332,356,26,A,4,3,24,25,5,1
1333,357,26,A,4,3,24,25,5,1
1334,358,26,A,4,3,24,25,5,1
1335,359,26,A,4,3,24,25,5,1
1336,355,26,A,4,3,48,28,5,1
1337,356,26,A,4,3,48,28,5,1
1338,357,26,A,4,3,48,28,5,1
1339,358,26,A,4,3,48,28,5,1
1340,359,26,A,4,3,48,28,5,1
1341,355,26,A,4,3,72,31,4,1
1342,356,26,A,4,3,72,31,4,1
1343,357,26,A,4,3,72,31,4,1
1344,358,26,A,4,3,72,31,4,1
1345,359,26,A,4,3,72,31,4,0
1346,355,26,A,4,3,96,34,0,0
1347,356,26,A,4,3,96,34,0,0
1348,357,26,A,4,3,96,34,0,0
1349,358,26,A,4,3,96,34,0,0
1350,359,26,A,4,3,96,34,0,0
1351,91,28,L,2,1,0,22,5,1
1352,92,28,L,2,1,0,22,5,1
1353,93,28,L,2,1,0,22,5,1
1354,94,28,L,2,1,0,22,5,1
1355,95,28,L,2,1,0,22,5,1
1356,91,28,L,2,1,24,25,3,1
1357,92,28,L,2,1,24,25,3,1
1358,93,28,L,2,1,24,25,3,1
1359,94,28,L,2,1,24,25,3,0
1360,95,28,L,2,1,24,25,3,0
1361,91,28,L,2,1,48,28,3,1
1362,92,28,L,2,1,48,28,3,1
1363,93,28,L,2,1,48,28,3,1
1364,94,28,L,2,1,48,28,3,0
1365,95,28,L,2,1,48,28,3,0
1366,91,28,L,2,1,72,31,0,0
1367,92,28,L,2,1,72,31,0,0
1368,93,28,L,2,1,72,31,0,0
1369,94,28,L,2,1,72,31,0,0
1370,95,28,L,2,1,72,31,0,0
1371,91,28,L,2,1,96,34,0,0
1372,92,28,L,2,1,96,34,0,0
1373,93,28,L,2,1,96,34,0,0
1374,94,28,L,2,1,96,34,0,0
1375,95,28,L,2,1,96,34,0,0
1376,96,28,L,2,2,0,22,5,1
1377,97,28,L,2,2,0,22,5,1
1378,98,28,L,2,2,0,22,5,1
1379,99,28,L,2,2,0,22,5,1
1380,100,28,L,2,2,0,22,5,1
1381,96,28,L,2,2,24,25,5,1
1382,97,28,L,2,2,24,25,5,1
1383,98,28,L,2,2,24,25,5,1
1384,99,28,L,2,2,24,25,5,1
1385,100,28,L,2,2,24,25,5,1
1386,96,28,L,2,2,48,28,3,1
1387,97,28,L,2,2,48,28,3,1
1388,98,28,L,2,2,48,28,3,1
1389,99,28,L,2,2,48,28,3,0
1390,100,28,L,2,2,48,28,3,0
1391,96,28,L,2,2,72,31,2,1
1392,97,28,L,2,2,72,31,2,1
1393,98,28,L,2,2,72,31,2,0
1394,99,28,L,2,2,72,31,2,0
1395,100,28,L,2,2,72,31,2,0
1396,96,28,L,2,2,96,34,0,0
1397,97,28,L,2,2,96,34,0,0
1398,98,28,L,2,2,96,34,0,0
1399,99,28,L,2,2,96,34,0,0
1400,100,28,L,2,2,96,34,0,0
1401,101,28,L,2,3,0,22,5,1
1402,102,28,L,2,3,0,22,5,1
1403,103,28,L,2,3,0,22,5,1
1404,104,28,L,2,3,0,22,5,1
1405,105,28,L,2,3,0,22,5,1
1406,101,28,L,2,3,24,25,5,1
1407,102,28,L,2,3,24,25,5,1
1408,103,28,L,2,3,24,25,5,1
1409,104,28,L,2,3,24,25,5,1
1410,105,28,L,2,3,24,25,5,1
1411,101,28,L,2,3,48,28,4,1
1412,102,28,L,2,3,48,28,4,1
1413,103,28,L,2,3,48,28,4,1
1414,104,28,L,2,3,48,28,4,1
1415,105,28,L,2,3,48,28,4,0
1416,101,28,L,2,3,72,31,3,1
1417,102,28,L,2,3,72,31,3,1
1418,103,28,L,2,3,72,31,3,1
1419,104,28,L,2,3,72,31,3,0
1420,105,28,L,2,3,72,31,3,0
1421,101,28,L,2,3,96,34,0,0
1422,102,28,L,2,3,96,34,0,0
1423,103,28,L,2,3,96,34,0,0
1424,104,28,L,2,3,96,34,0,0
1425,105,28,L,2,3,96,34,0,0
1426,225,28,L,3,1,0,22,5,1
1427,226,28,L,3,1,0,22,5,1
1428,227,28,L,3,1,0,22,5,1
1429,228,28,L,3,1,0,22,5,1
1430,229,28,L,3,1,0,22,5,1
1431,225,28,L,3,1,24,25,5,1
1432,226,28,L,3,1,24,25,5,1
1433,227,28,L,3,1,24,25,5,1
1434,228,28,L,3,1,24,25,5,1
1435,229,28,L,3,1,24,25,5,1
1436,225,28,L,3,1,48,28,4,1
1437,226,28,L,3,1,48,28,4,1
1438,227,28,L,3,1,48,28,4,1
1439,228,28,L,3,1,48,28,4,1
1440,229,28,L,3,1,48,28,4,0
1441,225,28,L,3,1,72,31,4,1
1442,226,28,L,3,1,72,31,4,1
1443,227,28,L,3,1,72,31,4,1
1444,228,28,L,3,1,72,31,4,1
1445,229,28,L,3,1,72,31,4,0
1446,225,28,L,3,1,96,34,0,0
1447,226,28,L,3,1,96,34,0,0
1448,227,28,L,3,1,96,34,0,0
1449,228,28,L,3,1,96,34,0,0
1450,229,28,L,3,1,96,34,0,0
1451,230,28,L,3,2,0,22,5,1
1452,231,28,L,3,2,0,22,5,1
1453,232,28,L,3,2,0,22,5,1
1454,233,28,L,3,2,0,22,5,1
1455,234,28,L,3,2,0,22,5,1
1456,230,28,L,3,2,24,25,4,1
1457,231,28,L,3,2,24,25,4,1
1458,232,28,L,3,2,24,25,4,1
1459,233,28,L,3,2,24,25,4,1
1460,234,28,L,3,2,24,25,4,0
1461,230,28,L,3,2,48,28,3,1
1462,231,28,L,3,2,48,28,3,1
1463,232,28,L,3,2,48,28,3,1
1464,233,28,L,3,2,48,28,3,0
1465,234,28,L,3,2,48,28,3,0
1466,230,28,L,3,2,72,31,2,1
1467,231,28,L,3,2,72,31,2,1
1468,232,28,L,3,2,72,31,2,0
1469,233,28,L,3,2,72,31,2,0
1470,234,28,L,3,2,72,31,2,0
1471,230,28,L,3,2,96,34,0,0
1472,231,28,L,3,2,96,34,0,0
1473,232,28,L,3,2,96,34,0,0
1474,233,28,L,3,2,96,34,0,0
1475,234,28,L,3,2,96,34,0,0
1476,235,28,L,3,3,0,22,5,1
1477,236,28,L,3,3,0,22,5,1
1478,237,28,L,3,3,0,22,5,1
1479,238,28,L,3,3,0,22,5,1
1480,239,28,L,3,3,0,22,5,1
1481,235,28,L,3,3,24,25,4,1
1482,236,28,L,3,3,24,25,4,1
1483,237,28,L,3,3,24,25,4,1
1484,238,28,L,3,3,24,25,4,1
1485,239,28,L,3,3,24,25,4,0
1486,235,28,L,3,3,48,28,4,1
1487,236,28,L,3,3,48,28,4,1
1488,237,28,L,3,3,48,28,4,1
1489,238,28,L,3,3,48,28,4,1
1490,239,28,L,3,3,48,28,4,0
1491,235,28,L,3,3,72,31,3,1
1492,236,28,L,3,3,72,31,3,1
1493,237,28,L,3,3,72,31,3,1
1494,238,28,L,3,3,72,31,3,0
1495,239,28,L,3,3,72,31,3,0
1496,235,28,L,3,3,96,34,0,0
1497,236,28,L,3,3,96,34,0,0
1498,237,28,L,3,3,96,34,0,0
1499,238,28,L,3,3,96,34,0,0
1500,239,28,L,3,3,96,34,0,0
1501,360,28,L,4,1,0,22,5,1
1502,361,28,L,4,1,0,22,5,1
1503,362,28,L,4,1,0,22,5,1
1504,363,28,L,4,1,0,22,5,1
1505,364,28,L,4,1,0,22,5,1
1506,360,28,L,4,1,24,25,4,1
1507,361,28,L,4,1,24,25,4,1
1508,362,28,L,4,1,24,25,4,1
1509,363,28,L,4,1,24,25,4,1
1510,364,28,L,4,1,24,25,4,0
1511,360,28,L,4,1,48,28,4,1
1512,361,28,L,4,1,48,28,4,1
1513,362,28,L,4,1,48,28,4,1
1514,363,28,L,4,1,48,28,4,1
1515,364,28,L,4,1,48,28,4,0
1516,360,28,L,4,1,72,31,3,1
1517,361,28,L,4,1,72,31,3,1
1518,362,28,L,4,1,72,31,3,1
1519,363,28,L,4,1,72,31,3,0
1520,364,28,L,4,1,72,31,3,0
1521,360,28,L,4,1,96,34,0,0
1522,361,28,L,4,1,96,34,0,0
1523,362,28,L,4,1,96,34,0,0
1524,363,28,L,4,1,96,34,0,0
1525,364,28,L,4,1,96,34,0,0
1526,365,28,L,4,2,0,22,5,1
1527,366,28,L,4,2,0,22,5,1
1528,367,28,L,4,2,0,22,5,1
1529,368,28,L,4,2,0,22,5,1
